code,name,level,parent
A11EA,"Vitamin B-complex, plain",4,A11E
A11EB,Vitamin B-complex with vitamin C,4,A11E
A11EC,Vitamin B-complex with minerals,4,A11E
A11ED,Vitamin B-complex with anabolic steroids,4,A11E
A11EX,"Vitamin B-complex, other combinations",4,A11E
A11GA,"Ascorbic acid (vitamin C), plain",4,A11G
A11GB,"Ascorbic acid (vitamin C), combinations",4,A11G
A11HA,Other plain vitamin preparations,4,A11H
A11JA,Combinations of vitamins,4,A11J
A11JB,Vitamins with minerals,4,A11J
A11JC,"Vitamins, other combinations",4,A11J
A12AA,Calcium,4,A12A
A12AX,"Calcium, combinations with vitamin D and/or other drugs",4,A12A
A12BA,Potassium,4,A12B
A12CA,Sodium,4,A12C
A12CB,Zinc,4,A12C
A12CC,Magnesium,4,A12C
A12CD,Fluoride,4,A12C
A12CE,Selenium,4,A12C
A12CX,Other mineral products,4,A12C
A14AA,Androstan derivatives,4,A14A
A14AB,Estren derivatives,4,A14A
A16AA,Amino acids and derivatives,4,A16A
A16AB,Enzymes,4,A16A
A16AX,Various alimentary tract and metabolism products,4,A16A
B01AA,Vitamin K antagonists,4,B01A
B01AB,Heparin group,4,B01A
B01AC,Platelet aggregation inhibitors excl. heparin,4,B01A
B01AD,Enzymes,4,B01A
B01AE,Direct thrombin inhibitors,4,B01A
B01AF,Direct factor Xa inhibitors,4,B01A
B01AX,Other antithrombotic agents,4,B01A
B02AA,Amino acids,4,B02A
B02AB,Proteinase inhibitors,4,B02A
B02BA,Vitamin K,4,B02B
B02BB,Fibrinogen,4,B02B
B02BC,Local hemostatics,4,B02B
B02BD,Blood coagulation factors,4,B02B
B02BX,Other systemic hemostatics,4,B02B
B03AA,"Iron bivalent, oral preparations",4,B03A
B03AB,"Iron trivalent, oral preparations",4,B03A
B03AC,"Iron, parenteral preparations",4,B03A
B03AD,Iron in combination with folic acid,4,B03A
B03AE,Iron in other combinations,4,B03A
B03BA,Vitamin B12 (cyanocobalamin and analogues),4,B03B
B03BB,Folic acid and derivatives,4,B03B
B03XA,Other antianemic preparations,4,B03X
B05AA,Blood substitutes and plasma protein fractions,4,B05A
B05AX,Other blood products,4,B05A
B05BA,Solutions for parenteral nutrition,4,B05B
B05BB,Solutions affecting the electrolyte balance,4,B05B
B05BC,Solutions producing osmotic diuresis,4,B05B
B05CA,Antiinfectives,4,B05C
B05CB,Salt solutions,4,B05C
B05CX,Other irrigating solutions,4,B05C
B05DA,Isotonic solutions,4,B05D
B05DB,Hypertonic solutions,4,B05D
B05XA,Electrolyte solutions,4,B05X
B05XB,Amino acids,4,B05X
B05XC,Vitamins,4,B05X
B05XX,Other i.v. solution additives,4,B05X
B05ZA,"Hemodialytics, concentrates",4,B05Z
B05ZB,Hemofiltrates,4,B05Z
B06AA,Enzymes,4,B06A
B06AB,Heme products,4,B06A
B06AC,Drugs used in hereditary angioedema,4,B06A
B06AX,Other hematological agents,4,B06A
C01AA,Digitalis glycosides,4,C01A
C01AB,Scilla glycosides,4,C01A
C01AC,Strophanthus glycosides,4,C01A
C01AX,Other cardiac glycosides,4,C01A
C01BA,"Antiarrhythmics, class Ia",4,C01B
C01BB,"Antiarrhythmics, class Ib",4,C01B
C01BC,"Antiarrhythmics, class Ic",4,C01B
C01BD,"Antiarrhythmics, class III",4,C01B
C01BG,"Other antiarrhythmics, class I and III",4,C01B
C01CA,Adrenergic and dopaminergic agents,4,C01C
C01CE,Phosphodiesterase inhibitors,4,C01C
C01CX,Other cardiac stimulants,4,C01C
C01DA,Organic nitrates,4,C01D
C01DB,Quinolone vasodilators,4,C01D
C01DX,Other vasodilators used in cardiac diseases,4,C01D
C01EA,Prostaglandins,4,C01E
C01EB,Other cardiac preparations,4,C01E
C01EX,Other cardiac combination products,4,C01E
C02AA,Rauwolfia alkaloids,4,C02A
C02AB,Methyldopa,4,C02A
C02AC,Imidazoline receptor agonists,4,C02A
C02BA,Sulfonium derivatives,4,C02B
C02BB,Secondary and tertiary amines,4,C02B
C02BC,Bisquaternary ammonium compounds,4,C02B
C02CA,Alpha-adrenoreceptor antagonists,4,C02C
C02CC,Guanidine derivatives,4,C02C
C02DA,Thiazide derivatives,4,C02D
C02DB,Hydrazinophthalazine derivatives,4,C02D
C02DC,Pyrimidine derivatives,4,C02D
C02DD,Nitroferricyanide derivatives,4,C02D
C02DG,Guanidine derivatives,4,C02D
C02KA,"Alkaloids, excl. rauwolfia",4,C02K
C02KB,Tyrosine hydroxylase inhibitors,4,C02K
C02KC,MAO inhibitors,4,C02K
C02KD,Serotonin antagonists,4,C02K
C02KX,Antihypertensives for pulmonary arterial hypertension,4,C02K
C02LA,Rauwolfia alkaloids and diuretics in combination,4,C02L
C02LB,Methyldopa and diuretics in combination,4,C02L
C02LC,Imidazoline receptor agonists in combination with diuretics,4,C02L
C02LE,Alpha-adrenoreceptor antagonists and diuretics,4,C02L
C02LF,Guanidine derivatives and diuretics,4,C02L
C02LG,Hydrazinophthalazine derivatives and diuretics,4,C02L
C02LK,"Alkaloids, excl. rauwolfia, in combination with diuretics",4,C02L
C02LL,MAO inhibitors and diuretics,4,C02L
C02LN,Serotonin antagonists and diuretics,4,C02L
C02LX,Other antihypertensives and diuretics,4,C02L
C03AA,"Thiazides, plain",4,C03A
C03AB,Thiazides and potassium in combination,4,C03A
C03AH,"Thiazides, combinations with psycholeptics and/or analgesics",4,C03A
C03AX,"Thiazides, combinations with other drugs",4,C03A
C03BA,"Sulfonamides, plain",4,C03B
C03BB,Sulfonamides and potassium in combination,4,C03B
C03BC,Mercurial diuretics,4,C03B
C03BD,Xanthine derivatives,4,C03B
C03BK,"Sulfonamides, combinations with other drugs",4,C03B
C03BX,Other low-ceiling diuretics,4,C03B
C03CA,"Sulfonamides, plain",4,C03C
C03CB,Sulfonamides and potassium in combination,4,C03C
C03CC,Aryloxyacetic acid derivatives,4,C03C
C03CD,Pyrazolone derivatives,4,C03C
C03CX,Other high-ceiling diuretics,4,C03C
C03DA,Aldosterone antagonists,4,C03D
C03DB,Other potassium-sparing agents,4,C03D
C03EA,Low-ceiling diuretics and potassium-sparing agents,4,C03E
C03EB,High-ceiling diuretics and potassium-sparing agents,4,C03E
C03XA,Vasopressin antagonists,4,C03X
C04AA,2-amino-1-phenylethanol derivatives,4,C04A
C04AB,Imidazoline derivatives,4,C04A
C04AC,Nicotinic acid and derivatives,4,C04A
C04AD,Purine derivatives,4,C04A
C04AE,Ergot alkaloids,4,C04A
C04AF,Enzymes,4,C04A
C04AX,Other peripheral vasodilators,4,C04A
C05AA,Corticosteroids,4,C05A
C05AB,Antibiotics,4,C05A
C05AD,Local anesthetics,4,C05A
C05AE,Muscle relaxants,4,C05A
C05AX,Other agents for treatment of hemorrhoids and anal fissures for topical use,4,C05A
C05BA,Heparins or heparinoids for topical use,4,C05B
C05BB,Sclerosing agents for local injection,4,C05B
C05BX,Other sclerosing agents,4,C05B
C05CA,Bioflavonoids,4,C05C
C05CX,Other capillary stabilizing agents,4,C05C
C07AA,"Beta blocking agents, non-selective",4,C07A
C07AB,"Beta blocking agents, selective",4,C07A
C07AG,Alpha and beta blocking agents,4,C07A
C07BA,"Beta blocking agents, non-selective, and thiazides",4,C07B
C07BB,"Beta blocking agents, selective, and thiazides",4,C07B
C07BG,Alpha and beta blocking agents and thiazides,4,C07B
C07CA,"Beta blocking agents, non-selective, and other diuretics",4,C07C
C07CB,"Beta blocking agents, selective, and other diuretics",4,C07C
C07CG,Alpha and beta blocking agents and other diuretics,4,C07C
C07DA,"Beta blocking agents, non-selective, thiazides and other diuretics",4,C07D
C07DB,"Beta blocking agents, selective, thiazides and other diuretics",4,C07D
C07EA,"Beta blocking agents, non-selective, and vasodilators",4,C07E
C07EB,"Beta blocking agents, selective, and vasodilators",4,C07E
C07FB,Beta blocking agents and calcium channel blockers,4,C07F
C07FX,"Beta blocking agents, other combinations",4,C07F
C08CA,Dihydropyridine derivatives,4,C08C
C08CX,Other selective calcium channel blockers with mainly vascular effects,4,C08C
C08DA,Phenylalkylamine derivatives,4,C08D
C08DB,Benzothiazepine derivatives,4,C08D
C08EA,Phenylalkylamine derivatives,4,C08E
C08EX,Other non-selective calcium channel blockers,4,C08E
C08GA,Calcium channel blockers and diuretics,4,C08G
C09AA,"ACE inhibitors, plain",4,C09A
C09BA,ACE inhibitors and diuretics,4,C09B
C09BB,ACE inhibitors and calcium channel blockers,4,C09B
C09BX,"ACE inhibitors, other combinations",4,C09B
C09CA,"Angiotensin II receptor blockers (ARBs), plain",4,C09C
C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,4,C09D
C09DB,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,4,C09D
C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",4,C09D
C09XA,Renin-inhibitors,4,C09X
C10AA,HMG CoA reductase inhibitors,4,C10A
C10AB,Fibrates,4,C10A
C10AC,Bile acid sequestrants,4,C10A
C10AD,Nicotinic acid and derivatives,4,C10A
C10AX,Other lipid modifying agents,4,C10A
C10BA,Combinations of various lipid modifying agents,4,C10B
C10BX,Lipid modifying agents in combination with other drugs,4,C10B
D01AA,Antibiotics,4,D01A
D01AC,Imidazole and triazole derivatives,4,D01A
D01AE,Other antifungals for topical use,4,D01A
D01BA,Antifungals for systemic use,4,D01B
D02AA,Silicone products,4,D02A
D02AB,Zinc products,4,D02A
D02AC,Soft paraffin and fat products,4,D02A
D02AD,Liquid plasters,4,D02A
D02AE,Carbamide products,4,D02A
D02AF,Salicylic acid preparations,4,D02A
D02AX,Other emollients and protectives,4,D02A
D02BA,Protectives against UV-radiation for topical use,4,D02B
D02BB,Protectives against UV-radiation for systemic use,4,D02B
D03AA,Cod-liver oil ointments,4,D03A
D03AX,Other cicatrizants,4,D03A
D03BA,Proteolytic enzymes,4,D03B
D04AA,Antihistamines for topical use,4,D04A
D04AB,Anesthetics for topical use,4,D04A
D04AX,Other antipruritics,4,D04A
D05AA,Tars,4,D05A
D05AC,Antracen derivatives,4,D05A
D05AD,Psoralens for topical use,4,D05A
D05AX,Other antipsoriatics for topical use,4,D05A
D05BA,Psoralens for systemic use,4,D05B
D05BB,Retinoids for treatment of psoriasis,4,D05B
D05BX,Other antipsoriatics for systemic use,4,D05B
D06AA,Tetracycline and derivatives,4,D06A
D06AX,Other antibiotics for topical use,4,D06A
D06BA,Sulfonamides,4,D06B
D06BB,Antivirals,4,D06B
D06BX,Other chemotherapeutics,4,D06B
D07AA,"Corticosteroids, weak (group I)",4,D07A
D07AB,"Corticosteroids, moderately potent (group II)",4,D07A
D07AC,"Corticosteroids, potent (group III)",4,D07A
D07AD,"Corticosteroids, very potent (group IV)",4,D07A
D07BA,"Corticosteroids, weak, combinations with antiseptics",4,D07B
D07BB,"Corticosteroids, moderately potent, combinations with antiseptics",4,D07B
D07BC,"Corticosteroids, potent, combinations with antiseptics",4,D07B
D07BD,"Corticosteroids, very potent, combinations with antiseptics",4,D07B
D07CA,"Corticosteroids, weak, combinations with antibiotics",4,D07C
D07CB,"Corticosteroids, moderately potent, combinations with antibiotics",4,D07C
D07CC,"Corticosteroids, potent, combinations with antibiotics",4,D07C
D07CD,"Corticosteroids, very potent, combinations with antibiotics",4,D07C
D07XA,"Corticosteroids, weak, other combinations",4,D07X
D07XB,"Corticosteroids, moderately potent, other combinations",4,D07X
D07XC,"Corticosteroids, potent, other combinations",4,D07X
D07XD,"Corticosteroids, very potent, other combinations",4,D07X
D08AA,Acridine derivatives,4,D08A
D08AB,Aluminium agents,4,D08A
D08AC,Biguanides and amidines,4,D08A
D08AD,Boric acid products,4,D08A
D08AE,Phenol and derivatives,4,D08A
D08AF,Nitrofuran derivatives,4,D08A
D08AG,Iodine products,4,D08A
D08AH,Quinoline derivatives,4,D08A
D08AJ,Quaternary ammonium compounds,4,D08A
D08AK,Mercurial products,4,D08A
D08AL,Silver compounds,4,D08A
D08AX,Other antiseptics and disinfectants,4,D08A
D09AA,Medicated dressings with antiinfectives,4,D09A
D09AB,Zinc bandages,4,D09A
D09AX,Soft paraffin dressings,4,D09A
D10AA,"Corticosteroids, combinations for treatment of acne",4,D10A
D10AB,Preparations containing sulfur,4,D10A
D10AD,Retinoids for topical use in acne,4,D10A
D10AE,Peroxides,4,D10A
D10AF,Antiinfectives for treatment of acne,4,D10A
D10AX,Other anti-acne preparations for topical use,4,D10A
D10BA,Retinoids for treatment of acne,4,D10B
D10BX,Other anti-acne preparations for systemic use,4,D10B
D11AA,Antihidrotics,4,D11A
D11AC,Medicated shampoos,4,D11A
D11AE,Androgens for topical use,4,D11A
D11AF,Wart and anti-corn preparations,4,D11A
D11AH,"Agents for dermatitis, excluding corticosteroids",4,D11A
D11AX,Other dermatologicals,4,D11A
G01AA,Antibiotics,4,G01A
G01AB,Arsenic compounds,4,G01A
G01AC,Quinoline derivatives,4,G01A
G01AD,Organic acids,4,G01A
G01AE,Sulfonamides,4,G01A
G01AF,Imidazole derivatives,4,G01A
G01AG,Triazole derivatives,4,G01A
G01AX,Other antiinfectives and antiseptics,4,G01A
G01BA,Antibiotics and corticosteroids,4,G01B
G01BC,Quinoline derivatives and corticosteroids,4,G01B
G01BD,Antiseptics and corticosteroids,4,G01B
G01BE,Sulfonamides and corticosteroids,4,G01B
G01BF,Imidazole derivatives and corticosteroids,4,G01B
G02AB,Ergot alkaloids,4,G02A
G02AC,"Ergot alkaloids and oxytocin incl. analogues, in combination",4,G02A
G02AD,Prostaglandins,4,G02A
G02AX,Other uterotonics,4,G02A
G02BA,Intrauterine contraceptives,4,G02B
G02BB,Intravaginal contraceptives,4,G02B
G02CA,"Sympathomimetics, labour repressants",4,G02C
G02CB,Prolactine inhibitors,4,G02C
G02CC,Antiinflammatory products for vaginal administration,4,G02C
G02CX,Other gynecologicals,4,G02C
G03AA,"Progestogens and estrogens, fixed combinations",4,G03A
G03AB,"Progestogens and estrogens, sequential preparations",4,G03A
G03AC,Progestogens,4,G03A
G03AD,Emergency contraceptives,4,G03A
G03BA,3-oxoandrosten (4) derivatives,4,G03B
G03BB,5-androstanon (3) derivatives,4,G03B
G03CA,"Natural and semisynthetic estrogens, plain",4,G03C
G03CB,"Synthetic estrogens, plain",4,G03C
G03CC,"Estrogens, combinations with other drugs",4,G03C
G03CX,Other estrogens,4,G03C
G03DA,Pregnen (4) derivatives,4,G03D
G03DB,Pregnadien derivatives,4,G03D
G03DC,Estren derivatives,4,G03D
G03EA,Androgens and estrogens,4,G03E
G03EB,"Androgen, progestogen and estrogen in combination",4,G03E
G03EK,Androgens and female sex hormones in combination with other drugs,4,G03E
G03FA,"Progestogens and estrogens, fixed combinations",4,G03F
G03FB,"Progestogens and estrogens, sequential preparations",4,G03F
G03GA,Gonadotropins,4,G03G
G03GB,"Ovulation stimulants, synthetic",4,G03G
G03HA,"Antiandrogens, plain",4,G03H
G03HB,Antiandrogens and estrogens,4,G03H
G03XA,Antigonadotropins and similar agents,4,G03X
G03XB,Progesterone receptor modulators,4,G03X
G03XC,Selective estrogen receptor modulators,4,G03X
G03XX,Other sex hormones and modulators of the genital system,4,G03X
G04BA,Acidifiers,4,G04B
G04BC,Urinary concrement solvents,4,G04B
G04BD,Drugs for urinary frequency and incontinence,4,G04B
G04BE,Drugs used in erectile dysfunction,4,G04B
G04BX,Other urologicals,4,G04B
G04CA,Alpha-adrenoreceptor antagonists,4,G04C
G04CB,Testosterone-5-alpha reductase inhibitors,4,G04C
G04CX,Other drugs used in benign prostatic hypertrophy,4,G04C
H01AA,ACTH,4,H01A
H01AB,Thyrotropin,4,H01A
H01AC,Somatropin and somatropin agonists,4,H01A
H01AX,Other anterior pituitary lobe hormones and analogues,4,H01A
H01BA,Vasopressin and analogues,4,H01B
H01BB,Oxytocin and analogues,4,H01B
H01CA,Gonadotropin-releasing hormones,4,H01C
H01CB,Somatostatin and analogues,4,H01C
H01CC,Anti-gonadotropin-releasing hormones,4,H01C
H02AA,Mineralocorticoids,4,H02A
H02AB,Glucocorticoids,4,H02A
H02BX,"Corticosteroids for systemic use, combinations",4,H02B
H02CA,Anticorticosteroids,4,H02C
H03AA,Thyroid hormones,4,H03A
H03BA,Thiouracils,4,H03B
H03BB,Sulfur-containing imidazole derivatives,4,H03B
H03BC,Perchlorates,4,H03B
H03BX,Other antithyroid preparations,4,H03B
H03CA,Iodine therapy,4,H03C
H04AA,Glycogenolytic hormones,4,H04A
H05AA,Parathyroid hormones and analogues,4,H05A
H05BA,Calcitonin preparations,4,H05B
H05BX,Other anti-parathyroid agents,4,H05B
J01AA,Tetracyclines,4,J01A
J01BA,Amphenicols,4,J01B
J01CA,Penicillins with extended spectrum,4,J01C
J01CE,Beta-lactamase sensitive penicillins,4,J01C
J01CF,Beta-lactamase resistant penicillins,4,J01C
J01CG,Beta-lactamase inhibitors,4,J01C
J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors",4,J01C
J01DB,First-generation cephalosporins,4,J01D
J01DC,Second-generation cephalosporins,4,J01D
J01DD,Third-generation cephalosporins,4,J01D
J01DE,Fourth-generation cephalosporins,4,J01D
J01DF,Monobactams,4,J01D
J01DH,Carbapenems,4,J01D
J01DI,Other cephalosporins and penems,4,J01D
J01EA,Trimethoprim and derivatives,4,J01E
J01EB,Short-acting sulfonamides,4,J01E
J01EC,Intermediate-acting sulfonamides,4,J01E
J01ED,Long-acting sulfonamides,4,J01E
J01EE,"Combinations of sulfonamides and trimethoprim, incl. derivatives",4,J01E
J01FA,Macrolides,4,J01F
J01FF,Lincosamides,4,J01F
J01FG,Streptogramins,4,J01F
J01GA,Streptomycins,4,J01G
J01GB,Other aminoglycosides,4,J01G
J01MA,Fluoroquinolones,4,J01M
J01MB,Other quinolones,4,J01M
J01RA,Combinations of antibacterials,4,J01R
J01XA,Glycopeptide antibacterials,4,J01X
J01XB,Polymyxins,4,J01X
J01XC,Steroid antibacterials,4,J01X
J01XD,Imidazole derivatives,4,J01X
J01XE,Nitrofuran derivatives,4,J01X
J01XX,Other antibacterials,4,J01X
J02AA,Antibiotics,4,J02A
J02AB,Imidazole derivatives,4,J02A
J02AC,Triazole derivatives,4,J02A
J02AX,Other antimycotics for systemic use,4,J02A
J04AA,Aminosalicylic acid and derivatives,4,J04A
J04AB,Antibiotics,4,J04A
J04AC,Hydrazides,4,J04A
J04AD,Thiocarbamide derivatives,4,J04A
J04AK,Other drugs for treatment of tuberculosis,4,J04A
J04AM,Combinations of drugs for treatment of tuberculosis,4,J04A
J04BA,Drugs for treatment of lepra,4,J04B
J05AA,Thiosemicarbazones,4,J05A
J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors,4,J05A
J05AC,Cyclic amines,4,J05A
J05AD,Phosphonic acid derivatives,4,J05A
J05AE,Protease inhibitors,4,J05A
J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,4,J05A
J05AG,Non-nucleoside reverse transcriptase inhibitors,4,J05A
J05AH,Neuraminidase inhibitors,4,J05A
J05AJ,Integrase inhibitors,4,J05A
J05AP,Antivirals for treatment of HCV infections,4,J05A
J05AR,"Antivirals for treatment of HIV infections, combinations",4,J05A
J05AX,Other antivirals,4,J05A
J06AA,Immune sera,4,J06A
J06BA,"Immunoglobulins, normal human",4,J06B
J06BB,Specific immunoglobulins,4,J06B
J06BC,Other immunoglobulins,4,J06B
J07AC,Anthrax vaccines,4,J07A
J07AD,Brucellosis vaccines,4,J07A
J07AE,Cholera vaccines,4,J07A
J07AF,Diphtheria vaccines,4,J07A
J07AG,Haemophilus influenzae B vaccines,4,J07A
J07AH,Meningococcal vaccines,4,J07A
J07AJ,Pertussis vaccines,4,J07A
J07AK,Plague vaccines,4,J07A
J07AL,Pneumococcal vaccines,4,J07A
J07AM,Tetanus vaccines,4,J07A
J07AN,Tuberculosis vaccines,4,J07A
J07AP,Typhoid vaccines,4,J07A
J07AR,Typhus (exanthematicus) vaccines,4,J07A
J07AX,Other bacterial vaccines,4,J07A
J07BA,Encephalitis vaccines,4,J07B
J07BB,Influenza vaccines,4,J07B
J07BC,Hepatitis vaccines,4,J07B
J07BD,Measles vaccines,4,J07B
J07BE,Mumps vaccines,4,J07B
J07BF,Poliomyelitis vaccines,4,J07B
J07BG,Rabies vaccines,4,J07B
J07BH,Rota virus diarrhea vaccines,4,J07B
J07BJ,Rubella vaccines,4,J07B
J07BK,Varicella zoster vaccines,4,J07B
J07BL,Yellow fever vaccines,4,J07B
J07BM,Papillomavirus vaccines,4,J07B
J07BX,Other viral vaccines,4,J07B
J07CA,"Bacterial and viral vaccines, combined",4,J07C
L01AA,Nitrogen mustard analogues,4,L01A
L01AB,Alkyl sulfonates,4,L01A
L01AC,Ethylene imines,4,L01A
L01AD,Nitrosoureas,4,L01A
L01AG,Epoxides,4,L01A
L01AX,Other alkylating agents,4,L01A
L01BA,Folic acid analogues,4,L01B
L01BB,Purine analogues,4,L01B
L01BC,Pyrimidine analogues,4,L01B
L01CA,Vinca alkaloids and analogues,4,L01C
L01CB,Podophyllotoxin derivatives,4,L01C
L01CC,Colchicine derivatives,4,L01C
L01CD,Taxanes,4,L01C
L01CE,Topoisomerase 1 (TOP1) inhibitors,4,L01C
L01CX,Other plant alkaloids and natural products,4,L01C
L01DA,Actinomycines,4,L01D
L01DB,Anthracyclines and related substances,4,L01D
L01DC,Other cytotoxic antibiotics,4,L01D
L01EA,BCR-ABL tyrosine kinase inhibitors,4,L01E
L01EB,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,4,L01E
L01EC,B-Raf serine-threonine kinase (BRAF) inhibitors,4,L01E
L01ED,Anaplastic lymphoma kinase (ALK) inhibitors,4,L01E
L01EE,Mitogen-activated protein kinase (MEK) inhibitors,4,L01E
L01EF,Cyclin-dependent kinase (CDK) inhibitors,4,L01E
L01EG,Mammalian target of rapamycin (mTOR) kinase inhibitors,4,L01E
L01EH,Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors,4,L01E
L01EJ,Janus-associated kinase (JAK) inhibitors,4,L01E
L01EK,Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors,4,L01E
L01EL,Bruton's tyrosine kinase (BTK) inhibitors,4,L01E
L01EM,Phosphatidylinositol-3-kinase (Pi3K) inhibitors,4,L01E
L01EX,Other protein kinase inhibitors,4,L01E
L01XA,Platinum compounds,4,L01X
L01XB,Methylhydrazines,4,L01X
L01XC,Monoclonal antibodies,4,L01X
L01XD,Sensitizers used in photodynamic/radiation therapy,4,L01X
L01XF,Retinoids for cancer treatment,4,L01X
L01XG,Proteasome inhibitors,4,L01X
L01XH,Histone deacetylase (HDAC) inhibitors,4,L01X
L01XJ,Hedgehog pathway inhibitors,4,L01X
L01XK,Poly (ADP-ribose) polymerase (PARP) inhibitors,4,L01X
L01XX,Other antineoplastic agents,4,L01X
L01XY,Combinations of antineoplastic agents,4,L01X
L02AA,Estrogens,4,L02A
L02AB,Progestogens,4,L02A
L02AE,Gonadotropin releasing hormone analogues,4,L02A
L02AX,Other hormones,4,L02A
L02BA,Anti-estrogens,4,L02B
L02BB,Anti-androgens,4,L02B
L02BG,Aromatase inhibitors,4,L02B
L02BX,Other hormone antagonists and related agents,4,L02B
L03AA,Colony stimulating factors,4,L03A
L03AB,Interferons,4,L03A
L03AC,Interleukins,4,L03A
L03AX,Other immunostimulants,4,L03A
L04AA,Selective immunosuppressants,4,L04A
L04AB,Tumor necrosis factor alpha (TNF-alpha) inhibitors,4,L04A
L04AC,Interleukin inhibitors,4,L04A
L04AD,Calcineurin inhibitors,4,L04A
L04AX,Other immunosuppressants,4,L04A
M01AA,Butylpyrazolidines,4,M01A
M01AB,Acetic acid derivatives and related substances,4,M01A
M01AC,Oxicams,4,M01A
M01AE,Propionic acid derivatives,4,M01A
M01AG,Fenamates,4,M01A
M01AH,Coxibs,4,M01A
M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids",4,M01A
M01BA,Antiinflammatory/antirheumatic agents in combination with corticosteroids,4,M01B
M01BX,Other antiinflammatory/antirheumatic agents in combination with other drugs,4,M01B
M01CA,Quinolines,4,M01C
M01CB,Gold preparations,4,M01C
M01CC,Penicillamine and similar agents,4,M01C
M01CX,Other specific antirheumatic agents,4,M01C
M02AA,"Antiinflammatory preparations, non-steroids for topical use",4,M02A
M02AB,Capsaicin and similar agents,4,M02A
M02AC,Preparations with salicylic acid derivatives,4,M02A
M02AX,Other topical products for joint and muscular pain,4,M02A
M03AA,Curare alkaloids,4,M03A
M03AB,Choline derivatives,4,M03A
M03AC,Other quaternary ammonium compounds,4,M03A
M03AX,"Other muscle relaxants, peripherally acting agents",4,M03A
M03BA,Carbamic acid esters,4,M03B
M03BB,"Oxazol, thiazine, and triazine derivatives",4,M03B
M03BC,"Ethers, chemically close to antihistamines",4,M03B
M03BX,Other centrally acting agents,4,M03B
M03CA,Dantrolene and derivatives,4,M03C
M04AA,Preparations inhibiting uric acid production,4,M04A
M04AB,Preparations increasing uric acid excretion,4,M04A
M04AC,Preparations with no effect on uric acid metabolism,4,M04A
M04AX,Other antigout preparations,4,M04A
M05BA,Bisphosphonates,4,M05B
M05BB,"Bisphosphonates, combinations",4,M05B
M05BC,Bone morphogenetic proteins,4,M05B
M05BX,Other drugs affecting bone structure and mineralization,4,M05B
M09AA,Quinine and derivatives,4,M09A
M09AB,Enzymes,4,M09A
M09AX,Other drugs for disorders of the musculo-skeletal system,4,M09A
N01AA,Ethers,4,N01A
N01AB,Halogenated hydrocarbons,4,N01A
N01AF,"Barbiturates, plain",4,N01A
N01AG,Barbiturates in combination with other drugs,4,N01A
N01AH,Opioid anesthetics,4,N01A
N01AX,Other general anesthetics,4,N01A
N01BA,Esters of aminobenzoic acid,4,N01B
N01BB,Amides,4,N01B
N01BC,Esters of benzoic acid,4,N01B
N01BX,Other local anesthetics,4,N01B
N02AA,Natural opium alkaloids,4,N02A
N02AB,Phenylpiperidine derivatives,4,N02A
N02AC,Diphenylpropylamine derivatives,4,N02A
N02AD,Benzomorphan derivatives,4,N02A
N02AE,Oripavine derivatives,4,N02A
N02AF,Morphinan derivatives,4,N02A
N02AG,Opioids in combination with antispasmodics,4,N02A
N02AJ,Opioids in combination with non-opioid analgesics,4,N02A
N02AX,Other opioids,4,N02A
N02BA,Salicylic acid and derivatives,4,N02B
N02BB,Pyrazolones,4,N02B
N02BE,Anilides,4,N02B
N02BG,Other analgesics and antipyretics,4,N02B
N02CA,Ergot alkaloids,4,N02C
N02CB,Corticosteroid derivatives,4,N02C
N02CC,Selective serotonin (5HT1) agonists,4,N02C
N02CD,Calcitonin gene-related peptide (CGRP) antagonists,4,N02C
N02CX,Other antimigraine preparations,4,N02C
N03AA,Barbiturates and derivatives,4,N03A
N03AB,Hydantoin derivatives,4,N03A
N03AC,Oxazolidine derivatives,4,N03A
N03AD,Succinimide derivatives,4,N03A
N03AE,Benzodiazepine derivatives,4,N03A
N03AF,Carboxamide derivatives,4,N03A
N03AG,Fatty acid derivatives,4,N03A
N03AX,Other antiepileptics,4,N03A
N04AA,Tertiary amines,4,N04A
N04AB,Ethers chemically close to antihistamines,4,N04A
N04AC,Ethers of tropine or tropine derivatives,4,N04A
N04BA,Dopa and dopa derivatives,4,N04B
N04BB,Adamantane derivatives,4,N04B
N04BC,Dopamine agonists,4,N04B
N04BD,Monoamine oxidase B inhibitors,4,N04B
N04BX,Other dopaminergic agents,4,N04B
N04CX,Other antiparkinson drugs,4,N04C
N05AA,Phenothiazines with aliphatic side-chain,4,N05A
N05AB,Phenothiazines with piperazine structure,4,N05A
N05AC,Phenothiazines with piperidine structure,4,N05A
N05AD,Butyrophenone derivatives,4,N05A
N05AE,Indole derivatives,4,N05A
N05AF,Thioxanthene derivatives,4,N05A
N05AG,Diphenylbutylpiperidine derivatives,4,N05A
